Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_CD3TCR	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_EMTstroma	Geneset_Javelin	Geneset_HALLMARK
23560_at	23560	LOC23560	GTPBP4	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2999_at	2999	LOC2999	GZMH	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3003_at	3003	LOC3003	GZMK	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3004_at	3004	LOC3004	GZMM	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3014_at	3014	LOC3014	H2AFX	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9555_at	9555	LOC9555	H2AFY	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3015_at	3015	LOC3015	H2AFZ	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9563_at	9563	LOC9563	H6PD	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
115106_at	115106	LOC115106	HAUS1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23354_at	23354	LOC23354	HAUS5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54801_at	54801	LOC54801	HAUS6	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1839_at	1839	LOC1839	HBEGF	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3055_at	3055	LOC3055	HCK	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3059_at	3059	LOC3059	HCLS1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10870_at	10870	LOC10870	HCST	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50810_at	50810	LOC50810	HDGF2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3070_at	3070	LOC3070	HELLS	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51191_at	51191	LOC51191	HERC5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64224_at	64224	LOC64224	HERPUD2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
204851_at	204851	LOC204851	HIPK1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28996_at	28996	LOC28996	HIPK2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3101_at	3101	LOC3101	HK3	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3112_at	3112	LOC3112	HLA-DOB	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3113_at	3113	LOC3113	HLA-DPA1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3119_at	3119	LOC3119	HLA-DQB1	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3142_at	3142	LOC3142	HLX	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10362_at	10362	LOC10362	HMG20B	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3146_at	3146	LOC3146	HMGB1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3148_at	3148	LOC3148	HMGB2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3161_at	3161	LOC3161	HMMR	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3162_at	3162	LOC3162	HMOX1	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3183_at	3183	LOC3183	HNRNPC	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3184_at	3184	LOC3184	HNRNPD	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
92906_at	92906	LOC92906	HNRNPLL	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10236_at	10236	LOC10236	HNRNPR	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10855_at	10855	LOC10855	HPSE	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9953_at	9953	LOC9953	HS3ST3B1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7184_at	7184	LOC7184	HSP90B1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6782_at	6782	LOC6782	HSPA13	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3310_at	3310	LOC3310	HSPA6	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84329_at	84329	LOC84329	HVCN1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3384_at	3384	LOC3384	ICAM2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3385_at	3385	LOC3385	ICAM3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29851_at	29851	LOC29851	ICOS	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3423_at	3423	LOC3423	IDS	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8870_at	8870	LOC8870	IER3	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51278_at	51278	LOC51278	IER5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3428_at	3428	LOC3428	IFI16	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2537_at	2537	LOC2537	IFI6	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3459_at	3459	LOC3459	IFNGR1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3475_at	3475	LOC3475	IFRD1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3482_at	3482	LOC3482	IGF2R	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79713_at	79713	LOC79713	IGFLR1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10261_at	10261	LOC10261	IGSF6	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
121457_at	121457	LOC121457	IKBIP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10320_at	10320	LOC10320	IKZF1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22807_at	22807	LOC22807	IKZF2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3597_at	3597	LOC3597	IL13RA1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3603_at	3603	LOC3603	IL16	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
112744_at	112744	LOC112744	IL17F	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23765_at	23765	LOC23765	IL17RA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8807_at	8807	LOC8807	IL18RAP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29949_at	29949	LOC29949	IL19	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3557_at	3557	LOC3557	IL1RN	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50615_at	50615	LOC50615	IL21R	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50616_at	50616	LOC50616	IL22	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9466_at	9466	LOC9466	IL27RA	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3559_at	3559	LOC3559	IL2RA	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3561_at	3561	LOC3561	IL2RG	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9235_at	9235	LOC9235	IL32	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56300_at	56300	LOC56300	IL36G	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3563_at	3563	LOC3563	IL3RA	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
259307_at	259307	LOC259307	IL4I1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3570_at	3570	LOC3570	IL6R	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3578_at	3578	LOC3578	IL9	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3608_at	3608	LOC3608	ILF2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3619_at	3619	LOC3619	INCENP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
58493_at	58493	LOC58493	INIP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8821_at	8821	LOC8821	INPP4B	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3633_at	3633	LOC3633	INPP5B	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3635_at	3635	LOC3635	INPP5D	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8826_at	8826	LOC8826	IQGAP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3656_at	3656	LOC3656	IRAK2	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81875_at	81875	LOC81875	ISG20L2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57461_at	57461	LOC57461	ISY1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3676_at	3676	LOC3676	ITGA4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3683_at	3683	LOC3683	ITGAL	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3684_at	3684	LOC3684	ITGAM	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3687_at	3687	LOC3687	ITGAX	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3689_at	3689	LOC3689	ITGB2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3696_at	3696	LOC3696	ITGB8	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3707_at	3707	LOC3707	ITPKB	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
162073_at	162073	LOC162073	ITPRIPL2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10625_at	10625	LOC10625	IVNS1ABP	NK Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3718_at	3718	LOC3718	JAK3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83700_at	83700	LOC83700	JAM3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
221037_at	221037	LOC221037	JMJD1C	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3725_at	3725	LOC3725	JUN	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79768_at	79768	LOC79768	KATNBL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25948_at	25948	LOC25948	KBTBD2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84541_at	84541	LOC84541	KBTBD8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3759_at	3759	LOC3759	KCNJ2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9424_at	9424	LOC9424	KCNK6	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
115207_at	115207	LOC115207	KCTD12	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
222658_at	222658	LOC222658	KCTD20	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5927_at	5927	LOC5927	KDM5A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8284_at	8284	LOC8284	KDM5D	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9768_at	9768	LOC9768	KIAA0101	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9834_at	9834	LOC9834	KIAA0125	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80183_at	80183	LOC80183	KIAA0226L	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
205717_at	205717	LOC205717	KIAA2018	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9928_at	9928	LOC9928	KIF14	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11004_at	11004	LOC11004	KIF2C	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3811_at	3811	LOC3811	KIR3DL1	NK Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7071_at	7071	LOC7071	KLF10	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11278_at	11278	LOC11278	KLF12	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1316_at	1316	LOC1316	KLF6	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57565_at	57565	LOC57565	KLHL14	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
89857_at	89857	LOC89857	KLHL6	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3820_at	3820	LOC3820	KLRB1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3823_at	3823	LOC3823	KLRC3	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8302_at	8302	LOC8302	KLRC4	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51348_at	51348	LOC51348	KLRF1	NK Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10219_at	10219	LOC10219	KLRG1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
58508_at	58508	LOC58508	KMT2C	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3837_at	3837	LOC3837	KPNB1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3845_at	3845	LOC3845	KRAS	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25984_at	25984	LOC25984	KRT23	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8942_at	8942	LOC8942	KYNU	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91133_at	91133	LOC91133	L3MBTL4	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
144811_at	144811	LOC144811	LACC1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114294_at	114294	LOC114294	LACTB	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3916_at	3916	LOC3916	LAMP1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7805_at	7805	LOC7805	LAPTM5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27040_at	27040	LOC27040	LAT	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7462_at	7462	LOC7462	LAT2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3932_at	3932	LOC3932	LCK	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3936_at	3936	LOC3936	LCP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26119_at	26119	LOC26119	LDLRAP1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51176_at	51176	LOC51176	LEF1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23484_at	23484	LOC23484	LEPROTL1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3955_at	3955	LOC3955	LFNG	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3976_at	3976	LOC3976	LIF	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11024_at	11024	LOC11024	LILRA1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10859_at	10859	LOC10859	LILRB1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10288_at	10288	LOC10288	LILRB2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3987_at	3987	LOC3987	LIMS1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54072_at	54072	LOC54072	LINC00158	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9516_at	9516	LOC9516	LITAF	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54947_at	54947	LOC54947	LPCAT2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9404_at	9404	LOC9404	LPXN	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57622_at	57622	LOC57622	LRFN1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4033_at	4033	LOC4033	LRMP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26020_at	26020	LOC26020	LRP10	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
65999_at	65999	LOC65999	LRRC61	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84230_at	84230	LOC84230	LRRC8C	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9208_at	9208	LOC9208	LRRFIP1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54674_at	54674	LOC54674	LRRN3	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7940_at	7940	LOC7940	LST1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4049_at	4049	LOC4049	LTA	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1241_at	1241	LOC1241	LTB4R	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4065_at	4065	LOC4065	LY75	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4063_at	4063	LOC4063	LY9	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23643_at	23643	LOC23643	LY96	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55646_at	55646	LOC55646	LYAR	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4067_at	4067	LOC4067	LYN	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1130_at	1130	LOC1130	LYST	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54585_at	54585	LOC54585	LZTFL1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4074_at	4074	LOC4074	M6PR	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4085_at	4085	LOC4085	MAD2L1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4094_at	4094	LOC4094	MAF	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9935_at	9935	LOC9935	MAFB	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4121_at	4121	LOC4121	MAN1A1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4124_at	4124	LOC4124	MAN2A1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79694_at	79694	LOC79694	MANEA	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54682_at	54682	LOC54682	MANSC1	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4216_at	4216	LOC4216	MAP3K4	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1326_at	1326	LOC1326	MAP3K8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11184_at	11184	LOC11184	MAP4K1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79109_at	79109	LOC79109	MAPKAP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4082_at	4082	LOC4082	MARCKS	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51765_at	51765	LOC51765	MASK	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151963_at	151963	LOC151963	MB21D2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8932_at	8932	LOC8932	MBD2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8930_at	8930	LOC8930	MBD4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114785_at	114785	LOC114785	MBD6	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4154_at	4154	LOC4154	MBNL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79143_at	79143	LOC79143	MBOAT7	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4155_at	4155	LOC4155	MBP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4170_at	4170	LOC4170	MCL1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55388_at	55388	LOC55388	MCM10	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4171_at	4171	LOC4171	MCM2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4174_at	4174	LOC4174	MCM5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4175_at	4175	LOC4175	MCM6	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4176_at	4176	LOC4176	MCM7	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79892_at	79892	LOC79892	MCMBP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57192_at	57192	LOC57192	MCOLN1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
255231_at	255231	LOC255231	MCOLN2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55784_at	55784	LOC55784	MCTP2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9439_at	9439	LOC9439	MED23	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
90390_at	90390	LOC90390	MED30	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4205_at	4205	LOC4205	MEF2A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4210_at	4210	LOC4210	MEFV	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1955_at	1955	LOC1955	MEGF9	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9833_at	9833	LOC9833	MELK	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151194_at	151194	LOC151194	METTL21A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51108_at	51108	LOC51108	METTL9	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
